id x y z vx vy vz fx fy fz c_apE 
95 7.48069 0.84172 12.8801 -3.32251 0.845912 -1.82909 -1.5688 -0.0774322 0.18642 -4.96985 
96 3.06676 8.77406 12.8463 -3.24957 -0.950097 0.758818 -0.174433 -1.95185 -0.0982181 -5.03266 
97 5.89483 3.35428 3.42212 0.273851 2.43494 1.9076 -0.681088 -0.216298 0.00164144 -5.18994 
98 1.36633 11.0775 3.51993 1.35477 0.186972 -0.897616 0.293318 0.135501 1.07081 -4.90311 
99 5.83926 3.41306 8.10604 1.5051 -1.43022 2.29428 0.126968 -1.14117 -0.0950613 -5.07143 
100 1.50452 11.0768 8.19427 -2.0428 2.23336 1.2917 -0.258416 0.103665 0.331122 -5.14674 
101 5.89385 3.30245 12.9246 -2.5949 2.78997 -1.66589 -0.288109 0.424299 0.886098 -5.04866 
102 1.53296 10.965 12.7875 1.91453 1.97678 -1.95121 -0.923373 1.40488 0.100986 -4.95067 
103 4.22311 5.92991 3.33467 -1.09852 0.990027 -0.256521 1.24703 0.26878 -0.148463 -5.14355 
104 8.84767 13.7784 3.62989 -3.78945 6.24022 -4.29879 0.151926 -1.19789 0.0499929 -5.09465 
105 4.38341 5.76477 8.10656 3.57468 1.3901 -0.859801 -1.09511 1.50952 0.573546 -5.00077 
106 0.177383 13.8114 8.20568 -2.56912 3.32547 -2.01882 -0.939412 -0.973305 0.0717177 -5.2086 
107 4.38574 5.96473 12.9757 4.69127 4.6963 -4.70581 -0.212483 0.447204 0.188994 -5.1828 
108 0.0851355 13.6443 12.8785 -3.00082 4.69916 1.19537 0.298221 -0.544644 -0.500203 -5.1855 
1 0.106391 1.84936 1.04626 3.43286 -4.47502 0.64655 0.135868 -1.6467 -0.543718 -5.04368 
2 4.43749 9.24941 1.03174 -2.8677 3.82621 1.73044 -0.50582 0.224563 -0.197098 -5.13471 
3 8.72545 1.77817 5.8705 -3.23824 -5.03261 1.95095 0.351862 -1.23989 -0.299756 -5.21266 
4 4.4367 9.43227 5.88119 1.46 3.88442 -0.252794 -0.675058 0.234087 0.0130309 -5.17456 
5 8.80304 1.76299 10.5789 2.4035 -0.464147 2.70931 0.356158 0.384603 0.203684 -5.05491 
6 4.31796 9.36876 10.6872 2.44934 5.09339 1.07742 0.771416 0.088973 0.2047 -5.13172 
7 7.41719 4.04818 1.17465 0.289681 2.44723 0.526865 -0.611458 1.28562 0.0841158 -5.12478 
8 2.97453 11.7663 1.23126 -0.67212 -0.593001 1.911 0.249312 0.22741 -0.512073 -5.10307 
9 7.37999 4.26847 5.93401 -3.03454 -0.195549 1.84462 -1.0426 0.242472 -0.228644 -5.12302 
10 2.89308 12.2484 5.79294 -0.762972 -4.64694 5.12591 0.248064 -2.34246 0.0565233 -5.06715 
11 7.4152 4.24029 10.369 2.29548 1.47995 2.91687 -0.0169199 0.922279 0.16073 -5.18073 
12 3.0854 11.9556 10.674 -4.24251 3.58491 8.58686 -2.40166 -1.12424 0.100671 -4.91677 
13 5.7998 6.77006 1.23458 5.08055 -3.49842 -1.7738 0.382669 -0.635505 -0.00211316 -5.09119 
14 1.56773 14.4797 1.20233 -1.96403 -0.431805 -0.445316 -0.332183 0.255786 -0.165029 -5.15595 
15 5.86317 6.83412 5.82544 -0.75486 -5.14624 5.2817 0.504276 -0.218722 0.200002 -5.1795 
16 1.55673 14.5916 5.81543 8.2242 -4.90964 -3.67691 -1.40537 -0.230493 -0.258816 -5.04219 
17 5.90357 7.01197 10.4798 1.81514 -2.54102 -5.14049 -0.0543643 -0.940629 -0.242921 -5.09299 
18 1.51593 14.356 10.4905 5.00458 1.48194 0.672246 -0.294301 0.865676 0.609803 -4.88614 
19 3.07774 1.69923 1.05371 -4.30382 -1.09842 1.14898 -0.834189 0.381002 -0.0240371 -5.10494 
20 7.38036 9.20403 1.11072 -6.16321 0.921466 2.21921 0.241704 0.149651 -0.206926 -5.07727 
21 2.89709 1.66682 6.0735 1.02514 -2.14069 -2.21203 0.610227 -0.0794838 -0.60137 -5.23029 
22 7.33284 9.4534 5.83888 -4.12894 0.538492 1.39056 -0.592492 -1.30764 0.0924139 -5.02141 
23 2.86448 1.69065 10.542 -0.37936 -0.456769 -2.70099 0.235046 0.134181 -0.195019 -5.10723 
24 7.42179 9.54055 10.6761 -0.0954706 -7.02662 -6.34476 -0.576908 -0.136402 -0.629316 -5.11028 
25 1.43884 4.24101 1.29357 -1.90026 -5.88245 2.87003 0.454483 -0.420587 0.0999236 -5.10915 
26 6.13053 11.6662 1.12828 1.25062 1.17614 3.88342 -0.919112 1.66362 0.224042 -5.04035 
27 1.47971 4.12934 5.89071 -0.0675706 -2.23144 4.86578 -0.112965 0.900805 0.167136 -5.05859 
28 5.83413 11.8362 5.94988 1.99162 -5.40893 2.65057 0.199942 0.165175 -0.0311838 -5.05993 
29 1.51208 4.29987 10.3085 2.21818 -4.48699 -1.96912 -0.180201 0.260199 0.547414 -5.20748 
30 5.63123 12.0759 10.4752 -0.0878036 -0.843883 0.0436438 2.55116 -0.988522 -0.246675 -4.93516 
31 8.65894 6.71241 1.08107 -2.32276 -2.30561 -2.8088 0.941718 -0.139415 0.113341 -5.08672 
32 4.51241 14.481 1.08056 5.8167 3.33317 2.6203 0.14481 -1.23579 0.0427174 -5.12012 
33 0.0219245 6.9076 5.84667 0.704195 -0.576822 -2.88403 -0.44857 -0.529122 -0.334504 -5.09914 
34 4.4676 14.4389 5.86476 -2.21845 -2.13918 -1.93085 -0.0392722 0.165984 -0.540412 -5.11413 
35 0.0250323 7.06365 10.6306 1.24205 1.70097 0.981322 0.0168711 -1.42655 -0.370526 -5.09532 
36 4.50414 14.4403 10.6177 -1.07537 0.200484 -0.96606 0.0266849 1.71147 -0.0449497 -4.94441 
37 5.83039 1.65108 1.09457 -0.551862 3.23735 -2.092 0.600048 0.820071 0.0334823 -4.96672 
38 1.47063 9.30193 1.15983 -2.06957 2.12227 4.55521 -0.142598 -0.753256 -0.0784735 -5.18341 
39 5.79405 1.72282 5.86771 -1.74884 -0.304523 -0.198826 0.441165 0.446135 -0.135678 -5.07624 
40 1.39848 9.3091 6.03185 1.57397 1.86436 -1.3172 0.425668 0.00765986 -0.390731 -5.04205 
41 5.86919 1.67598 10.5425 -2.26587 2.17424 0.24576 -0.0450225 0.193534 0.374698 -5.20052 
42 1.50303 9.51872 10.5247 0.108606 1.45094 -1.68338 -0.0747437 -0.0457348 -0.123754 -5.10308 
43 4.40922 4.33184 1.31496 2.79706 0.552689 0.562027 0.27977 -1.49545 -0.0442569 -5.1517 
44 0.081757 11.9757 0.977972 1.23053 -2.17354 1.24813 -0.846244 0.299198 0.681184 -5.11817 
45 4.25533 4.3388 5.88149 -1.15084 1.48069 9.15741 1.3733 -0.490894 0.00733675 -5.08795 
46 0.0115347 11.7919 5.85002 4.34864 6.29426 -4.04932 0.979326 0.94461 0.205803 -4.95772 
47 4.5753 4.37581 10.5245 -0.234383 5.12664 2.07318 -0.698199 -0.194785 -0.101962 -5.01694 
48 8.70271 12.0732 10.4717 1.63073 3.07369 0.0013615 0.501443 -0.882954 -0.332464 -5.08899 
49 2.80972 6.63886 1.30237 6.74453 3.4889 1.68661 0.464239 0.943793 0.269339 -5.18909 
50 7.41383 14.6328 1.27588 -6.90988 5.34314 3.45259 0.456194 -1.01295 0.175613 -5.23151 
51 2.9638 6.86709 5.88891 2.48879 3.24787 1.2279 -0.499685 -0.224678 -0.250351 -5.05158 
52 7.41565 14.1508 5.61425 -10.718 0.660693 -1.62508 0.64883 2.07709 1.3326 -5.10975 
53 2.87552 6.87834 10.3449 1.62306 1.75679 -0.641963 0.827082 0.230018 0.0798463 -5.19033 
54 7.51796 14.6898 10.5435 -6.53681 2.27379 1.55764 -0.743583 -0.873073 -0.108418 -5.15213 
55 1.6111 0.808156 3.39416 1.99921 -1.3442 -5.72262 -0.731613 -0.0398493 1.22181 -5.16494 
56 5.84599 8.42417 3.52288 0.466505 -2.19765 -4.24996 0.56635 0.104605 -0.645405 -5.04369 
57 1.43955 0.826986 8.38631 -1.86828 4.00035 -7.18687 -0.206872 0.586839 -0.0594285 -5.21883 
58 5.96684 8.47925 8.24908 1.48257 7.87774 -1.53705 -0.306541 0.56169 0.2134 -5.08015 
59 1.70193 0.810378 12.7481 0.301772 -7.35137 0.00125626 -1.91187 2.00659 -0.18813 -4.81552 
60 5.9053 8.46662 12.9073 -4.57879 -2.53705 -0.570511 -0.971301 -0.338912 -0.696204 -5.13566 
61 8.71648 3.34078 3.57511 -2.45931 1.35165 -5.18499 0.691237 0.0159389 0.372271 -5.10418 
62 4.47805 10.939 3.46375 1.18631 -1.05217 4.74413 0.0775892 0.517729 -0.117497 -5.11583 
63 8.73399 3.61473 8.12177 -0.913746 2.70411 -0.157392 0.0111119 -1.44181 0.327135 -5.10824 
64 4.29063 11.0244 8.32684 -1.4199 -0.31664 -0.430565 1.77742 0.946694 -0.0173022 -4.96852 
65 0.21696 3.47983 12.8427 -5.58867 2.76094 0.210632 -0.830621 -1.93988 0.22084 -4.91237 
66 4.36893 10.9911 12.9514 -0.764895 0.469667 -2.65662 -0.446028 0.00243178 0.0663263 -5.16653 
67 7.3603 5.89546 3.48195 5.09151 4.02628 -1.93831 -0.0717252 0.601526 0.0478691 -5.15044 
68 3.0231 13.5031 3.30993 3.20272 3.41578 4.43871 0.155053 0.103934 0.100558 -5.15041 
69 7.42572 6.07265 8.22952 3.60514 -0.117653 -5.77295 -0.649776 -0.266212 0.079589 -5.11081 
70 2.96693 13.6413 8.32404 -1.82216 5.89785 -0.0281422 -0.123539 -0.089367 -0.708346 -5.1791 
71 7.33045 5.79372 12.7271 -2.09677 -2.04034 -0.0403214 0.794065 1.64696 -0.0841855 -5.12072 
72 2.98037 13.8141 13.0407 -0.322694 0.163159 -6.14119 0.538323 -1.88552 0.596712 -4.91271 
73 4.58491 0.643949 3.50792 -1.62222 1.8286 2.12634 -0.99875 0.744287 0.447062 -5.03881 
74 8.81602 8.62999 3.4972 0.812922 0.78375 -3.87699 0.383483 -2.11562 -0.435369 -5.04852 
75 4.35611 0.917593 8.29535 -4.6034 0.35401 2.24122 0.615839 0.0606533 -0.293354 -5.1471 
76 8.82367 8.65149 8.18916 -3.88527 2.80462 5.06192 0.401158 0.155048 0.623224 -5.00369 
77 4.33158 0.789711 12.915 1.02697 4.78017 -7.33923 1.45624 1.74903 -0.36545 -4.91526 
78 8.82366 8.42894 12.9315 4.17098 1.20928 3.65762 0.159743 -0.528006 0.568811 -5.08335 
79 2.97259 3.29686 3.63732 4.04403 2.65795 -0.326602 -0.442228 0.180837 0.22854 -5.18301 
80 7.6131 10.8927 3.53921 -1.28936 1.22057 -3.88574 -2.03831 0.790241 0.13822 -4.9343 
81 2.98877 3.54851 8.31415 4.79688 -2.02603 -1.46963 -1.02839 -0.387255 -0.631403 -5.05979 
82 7.29064 11.0833 8.2727 0.706794 0.624458 -2.88669 -0.521329 0.154523 0.59737 -5.0679 
83 3.01988 3.59106 12.8098 0.861786 -3.28351 0.147512 -0.173464 -2.15066 -0.371103 -5.00949 
84 7.41492 11.0014 12.827 2.10387 -1.62767 1.49887 -0.0409177 1.27639 0.147283 -5.07532 
85 1.32481 5.89272 3.62606 0.585864 -3.86052 -0.769433 0.961167 0.816507 0.258528 -5.13033 
86 5.91034 13.372 3.65512 -2.85677 4.77833 1.06269 0.303951 0.324833 -0.891761 -5.01611 
87 1.41996 6.19467 7.99876 1.11262 -5.39447 -2.4246 0.395465 -0.413612 0.605096 -5.13818 
88 5.98225 13.7086 8.15016 -5.4686 -2.18967 -4.25572 -1.40672 -0.559744 -0.485149 -5.01798 
89 1.54155 5.76183 12.9092 -0.600995 -0.924871 -2.22408 -1.54795 1.47614 0.0563394 -4.9054 
90 5.9867 13.559 12.9535 -3.12064 -1.07063 1.16166 0.331612 0.234513 -0.147271 -5.22702 
91 7.31881 0.898764 3.68227 2.07776 -1.0541 3.74969 1.25106 -1.24271 0.563229 -5.06265 
92 2.98573 8.62068 3.45661 -2.05407 -2.66505 -0.807453 -0.564033 -0.925674 0.239195 -5.0704 
93 7.27287 0.910974 8.01092 3.63246 -5.40835 3.80871 0.71646 -0.500475 -0.308898 -5.13104 
94 3.08585 8.65872 8.21511 -3.59344 2.72404 -2.55396 -0.733909 -0.581086 -0.483892 -5.02215 
95 7.28991 1.00938 12.959 3.97553 1.20095 3.07739 1.34082 -0.528879 -0.476255 -5.11851 
96 2.82918 8.24544 12.8748 -2.48642 -1.29991 1.69922 0.393942 1.7398 -0.273844 -4.90401 
97 5.83222 3.3257 3.53182 -1.87106 -1.63911 0.29945 -0.325802 0.483627 0.177318 -5.07152 
98 1.47959 11.0222 3.51201 1.17588 -2.86767 -1.64442 1.50585 -0.273692 0.490949 -4.91466 
99 5.75831 3.39067 8.19785 -2.75903 7.12017 -4.35603 0.946781 0.764148 -0.0835544 -5.08973 
100 1.53279 11.0426 8.09069 2.5765 -0.38905 -0.0489884 -0.802049 1.3265 1.00207 -4.98779 
101 5.85813 3.51411 12.8437 4.83142 -0.203245 1.39876 -0.0908468 -0.645945 -0.39615 -5.09625 
102 1.29062 11.2494 12.922 3.28924 -2.84465 1.03616 1.7242 -1.43059 -0.679043 -5.11615 
103 4.45119 5.96204 3.64704 0.342535 -1.7881 3.4362 -0.628355 -0.401754 0.132184 -5.16955 
104 0.140676 13.3779 3.51389 3.4133 -5.94184 -3.81362 -1.10805 1.43013 0.584596 -4.97988 
105 4.42228 6.00103 8.15464 0.241857 -0.941498 -2.24446 0.23782 0.100505 -0.45615 -5.1446 
106 8.78738 13.3789 8.19753 0.18425 -2.46255 -2.66274 0.5943 1.77444 -0.0817876 -5.03838 
107 4.40237 5.95151 12.8782 -2.28247 -4.67277 4.58599 0.604908 0.134503 -0.0996756 -4.94544 
108 0.15967 13.8138 12.8184 0.246105 1.9511 1.05508 -1.56077 0.265936 0.531114 -5.06006 
1 8.8047 1.5982 1.19541 -3.85139 5.69867 -0.833302 1.13555 0.526203 0.425754 -5.14482 
2 4.33224 9.41081 1.25709 2.96211 -1.93925 1.56571 -0.0891639 -0.371063 0.0346013 -5.20504 
3 8.74923 1.54945 5.70014 0.505951 7.84172 -2.40657 0.509616 0.215543 0.44025 -5.02279 
4 4.42374 9.2091 5.79613 0.78482 -4.25459 2.02912 0.360834 1.07851 -0.00224121 -4.964 
5 0.0234413 1.69672 10.5043 -0.258801 -0.294133 -0.475498 0.0565549 1.1196 0.166354 -4.94241 
6 4.44127 9.44585 10.5117 -3.73836 -1.72526 -4.53916 0.181557 0.0636331 0.0194514 -5.07955 
7 7.44432 4.32736 1.29675 2.42131 0.0830276 -0.364425 0.50486 -0.489583 0.0922889 -5.13527 
8 3.04665 12.1035 1.08993 -3.71935 0.809614 -0.437689 -1.17829 -0.967679 -0.165549 -4.92701 
9 7.35114 4.15379 5.69012 3.57775 -1.2353 0.391305 0.542306 1.17004 1.48677 -5.04184 
10 3.02789 11.5513 5.97173 2.67679 0.392518 -0.815388 -0.553992 2.05968 -0.0106591 -5.12712 
11 7.44366 4.42386 10.5347 -2.42488 -0.293899 0.288857 -0.284892 -1.20024 -0.333117 -5.11549 
12 2.69574 12.0327 10.5028 4.55218 -0.202316 -7.29511 2.1843 -0.297531 0.422142 -4.9646 
13 5.96221 6.69739 1.13004 -2.34315 3.87813 1.09088 -0.3708 0.525286 0.0241349 -5.18664 
14 1.58339 14.2888 1.14164 2.96222 -1.1542 -1.30867 -1.04199 1.3963 0.21466 -5.00844 
15 5.94979 6.8962 5.92473 -2.70387 2.1899 -2.21872 0.160987 -1.52436 0.447947 -5.03581 
16 1.41393 14.2735 5.73441 -2.84674 -2.12526 2.13733 0.921823 0.604637 0.187244 -5.07201 
17 5.90857 6.69573 10.461 -1.24395 0.237066 3.1633 0.0734455 0.86098 -0.424442 -4.95771 
18 1.30682 14.7258 10.5318 -3.56935 2.33268 4.80428 0.781829 -1.11386 0.478966 -5.12052 
19 3.02935 1.60719 1.15107 2.8416 -3.42703 -1.57661 -0.524731 0.279944 0.382924 -4.96481 
20 7.19721 9.37984 1.09916 2.69433 0.0734821 -1.75468 0.476552 0.462068 0.352001 -5.10255 
21 2.89199 1.71135 5.63972 1.98623 3.12328 1.52151 0.136944 -0.669076 0.944036 -5.16163 
22 7.54315 9.24052 5.73522 4.65717 2.27458 -0.627029 -1.47754 0.988756 0.410796 -5.00313 
23 2.99286 1.83584 10.4849 1.38417 -1.15046 1.56513 0.0750899 -0.469673 0.257689 -5.24459 
24 7.33044 9.25418 10.5704 1.95997 1.72791 2.02373 0.999841 -0.0892924 0.470157 -5.13476 
25 1.60763 4.21104 1.03398 -0.0292736 3.95844 -5.80965 -0.72278 -0.518503 0.455129 -5.09723 
26 5.72651 12.0592 1.14719 -3.66239 -0.471962 -4.22208 1.34527 -0.376268 0.144272 -4.99889 
27 1.28553 4.24188 5.8095 1.25787 2.45108 -1.94501 0.959983 0.176467 0.135883 -5.14946 
28 6.11214 11.9138 5.77359 -0.280102 5.17655 -3.48449 -1.53842 -0.740415 0.253078 -5.13581 
29 1.54671 4.32755 10.6455 -0.335051 1.2668 3.8181 -0.177249 -0.108949 -0.239032 -5.01172 
30 6.20394 11.8636 10.6227 1.41902 -1.15815 0.708106 -2.75431 -0.0679479 -0.111234 -4.73662 
31 0.292499 6.70926 1.14233 4.13951 1.94162 3.00628 -1.51787 0.160548 0.587956 -4.94364 
32 4.28981 14.6338 1.11637 -8.30075 5.54037 -3.21128 1.65252 -0.617324 -0.0538192 -4.94677 
33 0.0380145 6.81116 5.83404 2.08323 -1.63823 5.31136 -0.52814 -0.157363 0.164036 -5.03385 
34 4.39156 14.389 5.91466 0.187019 -0.558096 -0.79551 -0.181056 0.0276868 0.0541877 -5.1607 
35 0.131238 6.66386 10.4664 -0.723048 -1.42247 -1.91809 -0.398882 1.28758 0.483875 -5.00791 
36 4.42018 14.5354 10.5206 -4.60815 -0.383911 1.76463 -0.541455 0.242116 0.171341 -5.01455 
37 5.95767 1.84359 1.29367 1.29923 -2.18465 1.05753 0.0953914 -0.584196 -0.735271 -5.17215 
38 1.30944 9.32558 1.21086 0.820404 0.79203 -0.719932 1.17011 0.495026 0.0716632 -5.11083 
39 5.89192 1.65822 6.02633 0.865137 0.291201 1.11532 -0.513685 0.0696775 -0.15278 -5.09201 
40 1.28567 9.51388 5.69554 -3.38309 1.42914 1.06718 1.466 -0.876831 0.00654072 -4.97146 
41 6.02162 2.02602 10.3973 1.57746 -0.426095 0.259203 -0.282822 -1.67275 1.10648 -5.01794 
42 1.41598 9.36689 10.6208 -0.677176 -4.1562 0.822841 -0.056175 0.0931385 0.198007 -5.17694 
43 4.39459 4.17892 1.09275 -0.219125 -0.220113 -2.80502 1.02007 0.231331 -0.100387 -5.16128 
44 8.81759 11.8055 1.25785 -0.624873 -2.37749 1.00045 0.0405445 0.640955 -0.366787 -5.19057 
45 4.36486 4.18414 5.89533 0.592285 1.164 -1.77418 0.392608 1.23411 0.241534 -5.22951 
46 8.82904 12.0719 5.72616 -4.35999 -5.95165 0.721756 0.445289 -1.78494 -0.0864031 -4.98887 
47 4.34706 4.37061 10.5695 -1.41089 -5.49818 -2.66961 0.92083 0.204141 -0.147221 -5.10807 
48 8.83871 12.0021 10.6945 0.64559 -3.02904 1.89427 0.026306 -0.889225 -0.325107 -5.03295 
49 3.02667 6.80105 1.11381 -0.61273 -1.85353 -4.96351 -0.12978 0.204116 -0.401777 -5.07656 
50 7.41398 14.4584 1.20463 3.41306 -4.50547 -7.33915 -0.913848 -0.331503 -0.127672 -5.17503 
51 2.89244 6.86516 5.87409 -0.443914 -6.58583 2.87433 0.275002 -0.567126 -0.209591 -5.18374 
52 7.26407 14.6004 5.93663 2.43916 -0.811408 1.03209 -0.0189434 -1.0853 -0.619868 -5.07796 
53 3.02468 6.94185 10.6651 0.092073 0.446665 2.51802 -0.127108 -0.436877 -0.0752036 -5.13411 
54 7.21106 14.385 10.5279 3.9695 -4.39677 0.654369 0.636818 1.85331 0.268698 -4.96772 
55 1.41024 0.804786 3.61543 0.972125 -0.757055 3.13206 0.553654 -0.20586 -0.448356 -5.11391 
56 5.92034 8.42515 3.45797 -0.829136 2.50323 2.2883 -0.124869 0.427797 0.373153 -5.17916 
57 1.40165 0.949658 8.01909 8.85285 -1.88619 5.10419 0.696888 -0.809095 0.00477931 -5.13646 
58 5.73065 8.76319 8.18533 -2.16259 -2.36136 -0.621538 1.77401 0.416435 -0.647179 -5.20493 
59 1.44959 0.853003 12.9425 2.32448 0.915548 0.75364 0.26053 -0.349413 0.0941115 -5.15652 
60 5.813 8.38865 12.8213 3.07489 2.9933 1.36125 -0.157336 0.840658 0.047333 -4.93401 
61 0.0514785 3.34464 3.56951 2.57246 1.90623 1.04447 -0.150234 0.617724 -0.712858 -5.08264 
62 4.43151 11.0502 3.55757 -2.79807 1.07401 -2.2055 0.169727 -0.733461 0.321833 -5.08674 
63 8.82058 3.21189 8.25376 1.82878 -1.40939 -0.670366 -0.0550259 1.33749 0.140648 -5.06357 
64 4.40196 11.3043 8.36568 2.08322 0.0268555 0.167504 -0.709321 -1.81099 -0.17376 -5.12843 
65 8.83506 3.33942 12.9081 1.25973 -1.93578 3.49231 0.119892 0.790707 -0.121698 -5.10498 
66 4.57407 11.0496 12.8903 2.6008 1.27446 -2.38558 -1.14576 0.164913 -0.536777 -5.08681 
67 7.38096 5.95277 3.62394 -3.92638 -4.13344 0.100284 0.774811 -0.736239 0.29757 -5.04174 
68 3.06318 13.5511 3.59625 -2.60632 -1.888 1.45666 0.167337 0.856805 0.365912 -5.12737 
69 7.48551 6.08891 8.11185 -3.22843 -1.01088 2.49563 -0.672144 -0.531845 -0.362744 -5.0522 
70 2.76773 13.7257 8.18691 -0.560703 -3.70038 -0.87891 0.881771 0.476307 -0.300114 -5.10907 
71 7.36861 6.20152 12.8985 0.793848 2.41926 3.32017 -0.836913 -2.27042 -0.0547333 -4.96344 
72 3.03703 13.6036 12.9474 -2.86112 3.74996 -2.03371 -0.627684 -0.0974819 -0.611432 -5.17512 
73 4.38652 1.07072 3.4972 3.08287 -1.53058 -0.508546 -0.152862 -1.75619 0.0311453 -5.12536 
74 8.7948 8.3623 3.38681 -1.67635 2.15803 0.547819 0.615147 0.452356 0.683172 -5.09645 
75 4.48507 0.883398 8.14664 2.27629 1.9775 -3.8721 -0.921636 -0.466448 -0.0285088 -5.16615 
76 0.0908523 8.53917 8.11181 3.02573 -2.25951 -5.03381 -1.16476 0.839686 -0.313638 -5.08227 
77 4.61836 0.968178 12.8076 -1.45692 -4.89611 6.55274 -1.09996 -0.663092 0.0133729 -5.10453 
78 8.763 8.50366 12.8812 -6.04002 0.39813 -3.55487 0.68728 0.452771 0.398448 -4.95636 
79 2.88288 3.46818 3.50775 -2.6851 0.954832 -0.663335 0.99982 -0.57817 -0.193307 -4.96133 
80 7.25867 11.0494 3.54081 2.42316 -1.32006 4.33371 0.50004 0.15146 -0.0589271 -5.04988 
81 2.90576 3.29698 8.1691 -0.470703 1.62421 -1.97644 0.715143 1.41766 -0.158987 -5.16865 
82 7.54647 11.2387 8.14388 1.86911 -1.0743 -0.58795 -0.721599 -1.51591 -0.21139 -5.01498 
83 2.86698 3.16525 12.9434 -0.862757 -0.600632 0.0837212 0.558521 1.40588 0.30813 -4.99241 
84 7.34613 10.9974 12.8952 -1.28487 -0.3108 2.50699 0.444922 -0.215423 0.30278 -5.03007 
85 1.61693 5.81086 3.47685 1.1488 0.597622 -1.86228 -1.33473 0.670662 0.103576 -4.96446 
86 5.93336 13.7107 3.50277 -0.777503 2.3716 4.72186 -0.690305 0.271938 -0.153093 -5.11835 
87 1.54762 5.9068 8.29361 2.10372 -1.10098 3.5045 0.159588 -0.118438 0.288474 -5.12561 
88 5.73367 13.5387 8.22498 1.98817 -2.19504 3.80627 0.782596 0.998581 0.034509 -5.09129 
89 1.44452 5.9541 12.9175 1.11389 1.49436 3.12515 -0.353279 -0.0484962 -0.260284 -5.06977 
90 5.89981 13.7403 12.913 -1.58476 2.48939 -2.9959 0.210649 -0.256468 -0.0416663 -5.08312 
91 7.42415 0.795281 3.4518 -8.19956 3.50923 -4.10423 -0.774732 0.569483 0.228796 -5.08771 
92 2.94983 8.24001 3.54397 2.88735 2.73275 -1.24655 -0.189492 1.15986 -0.427597 -5.13449 
93 7.315 0.725837 8.41404 -6.19438 4.89685 1.61317 0.13656 0.851285 -0.883638 -5.00012 
94 2.7518 8.51476 8.24458 0.491264 -0.141799 1.46255 1.0853 1.36999 0.123918 -5.02221 
95 7.50748 0.761822 12.7871 -3.67546 -2.38729 -4.83659 -0.637639 0.263309 -0.122333 -5.06307 
96 2.97443 8.61745 12.9335 4.52544 3.43917 -0.842731 -0.398016 -1.18198 0.00618647 -5.12986 
97 5.97809 3.43236 3.64646 3.64544 1.53866 -1.08763 -0.745144 -0.0839144 -0.799238 -5.08533 
98 1.61223 11.0354 3.46366 -3.33797 2.83072 -0.663302 -1.01345 -1.0413 -0.592531 -5.06694 
99 6.09413 3.48033 8.2878 1.13094 -2.22851 1.88223 -1.66617 0.693419 -1.07306 -5.00039 
100 1.38564 11.2507 8.38559 -4.61675 -0.429648 -1.35711 -0.227664 -0.771949 -0.403159 -5.13128 
101 5.99096 3.358 12.8958 -3.141 1.45647 -0.88921 -0.132416 0.69194 -0.356869 -5.15372 
102 1.55378 10.8866 13.0078 -2.36968 2.57505 0.991942 -0.563152 0.554433 -0.0970293 -5.12421 
103 4.52518 5.88122 3.54529 3.2926 0.44925 -4.29203 -0.147569 -0.0298461 -0.0376467 -4.96311 
104 0.0213149 13.611 3.43275 -2.66134 1.72331 4.08013 0.0487169 -0.409517 -0.0847895 -5.14314 
105 4.4498 6.28405 8.23859 -0.274219 -1.58925 0.445992 0.0809831 -2.15198 -0.30144 -5.05229 
106 8.79861 13.8373 8.14175 -1.06829 0.64575 5.30819 -0.636779 -0.477524 0.128816 -5.04493 
107 4.30007 5.87561 12.8888 2.7266 1.29872 -2.98199 0.35146 0.124081 -0.398822 -5.10204 
108 8.65645 13.4785 13.0268 2.85909 -6.56698 -1.42783 1.6504 0.18032 -0.241752 -5.09264 
1 0.02659 1.6645 1.17393 0.59822 -3.27173 0.639606 -0.747708 0.836272 -0.344657 -5.12517 
2 4.52193 9.42095 1.0903 1.32795 1.8769 -3.34703 0.294682 -0.407829 0.0219912 -5.12143 
3 0.0987224 1.75648 6.01948 1.54919 -2.56205 1.63 -0.339198 0.380206 -0.0293356 -5.27056 
4 4.42176 9.39654 5.89794 0.0751436 2.09761 -3.83591 0.232511 -0.591788 -0.291568 -4.90361 
5 0.00948272 1.8269 10.5154 -1.46637 -2.59097 -1.8773 0.0482654 -1.12946 -0.600014 -5.06751 
6 4.40431 9.26686 10.4531 3.80249 -3.81114 3.6803 0.0517863 0.22543 -0.0494795 -5.09456 
7 7.35646 4.31448 1.07026 -2.16728 -1.74381 1.25366 0.507063 -0.0418517 0.549258 -5.17701 
8 2.82232 11.7748 1.2038 -0.0013491 2.4293 1.4847 0.55328 1.35633 0.275199 -4.968 
9 7.45139 4.38616 6.00936 1.34751 0.0488525 -4.4355 0.597861 -0.971543 -0.576095 -5.16638 
10 2.86968 12.1077 5.82083 -7.81128 5.69624 -3.86538 -0.155721 -0.755207 -0.0111202 -5.0627 
11 7.34908 4.16689 10.6117 -0.94694 -3.48451 -2.50406 -0.500817 0.295899 0.49756 -4.96727 
12 3.09621 11.807 10.4353 -4.34926 -2.64339 0.145175 -1.24351 0.416833 -0.346459 -5.09415 
13 5.93708 6.94869 1.21596 0.516878 0.128044 -0.995684 -0.191097 -0.477426 -0.190431 -5.14437 
