id x y z vx vy vz fx fy fz c_apE 
16 1.5671 14.7913 5.771 -0.326384 -1.00364 -0.487153 -1.19148 -1.03082 -0.298451 -5.15099 
17 5.95595 6.77683 10.7198 6.26274 1.08014 -3.22443 -0.987623 1.61921 0.350906 -5.1592 
18 1.34042 14.5285 10.5754 -1.85697 -0.548722 -0.941446 0.233495 0.841731 0.118497 -5.03098 
19 2.93895 1.68827 0.974434 -0.364585 -3.69823 4.62106 -0.17175 -0.205791 -0.293249 -5.19279 
20 7.37248 9.42307 0.903404 -2.45619 -2.99293 1.91132 0.406696 -0.275417 0.234683 -5.21182 
21 2.90902 1.7707 5.86689 5.04489 1.59334 -4.22427 -0.290877 0.185737 0.401159 -5.13474 
22 7.32443 9.3871 5.93231 -3.4828 -5.09167 2.57863 0.749245 1.01187 0.138531 -5.21498 
23 2.94074 1.69241 10.4602 4.72917 -0.491147 -1.25258 0.522457 -0.756095 0.0505382 -5.20509 
24 7.30539 9.54866 10.5034 1.21504 2.71011 -3.02087 -0.115186 -0.731229 0.325015 -5.10491 
25 1.44195 4.16985 0.906557 -1.03447 4.38706 -2.01143 0.123345 0.549195 0.399782 -5.21321 
26 5.93026 11.9354 1.26752 1.58083 3.73684 1.8084 -0.47754 -0.0283234 0.176814 -5.21901 
27 1.27794 4.27823 5.96459 -3.56137 -1.21403 -3.48756 1.2375 0.44401 -0.0606573 -5.23684 
28 5.91453 12.0145 5.82799 -5.38073 1.68256 -6.02907 -0.792163 -0.325284 0.360724 -4.99617 
29 1.46366 4.22401 10.4823 0.408031 2.04106 -1.00639 -0.591515 0.818094 -0.00408649 -5.27098 
30 5.93832 12.0478 10.565 -0.0800427 -1.79481 -0.536564 0.363794 -0.217155 -0.610837 -5.12023 
31 0.0182068 6.87254 1.08965 3.40691 0.508156 0.789998 -0.0968414 -0.464232 -0.129699 -5.22908 
32 4.26741 14.4525 1.18978 -4.13912 -1.40043 1.54703 0.878925 -0.28828 -0.134958 -5.22498 
33 8.84867 6.91808 5.89457 1.64981 -0.578643 1.17302 0.561825 -0.848487 0.424347 -5.05943 
34 4.36461 14.6367 5.83091 2.6027 -4.85461 2.37489 0.790007 -0.165969 -0.129696 -5.10616 
35 8.81684 6.87627 10.4214 -3.1036 2.12246 -4.54291 0.282947 -0.190408 0.543719 -5.28992 
36 4.33074 14.377 10.5708 2.28281 -4.74282 -2.84188 0.073442 1.62544 0.0267163 -5.05979 
37 5.98528 1.40573 1.10337 5.31168 3.68849 0.655137 -0.369499 0.822568 -0.0699917 -5.09143 
38 1.48848 9.47855 1.36922 -2.91412 0.724958 1.63855 -0.968792 -1.45305 -0.0753998 -5.18156 
39 5.90661 1.65766 5.74083 -0.50963 2.85064 -4.02726 -0.27702 -0.593076 -0.0567731 -5.17887 
40 1.42792 9.31794 5.84682 -3.53818 2.1639 -0.950446 0.361682 0.612151 0.421543 -5.14526 
41 6.04176 1.60664 10.7035 -2.92589 3.08914 0.250417 -1.00201 0.159131 0.0775225 -5.05359 
42 1.39438 9.45622 10.4558 0.0815011 3.71286 -0.765386 -0.0244393 0.166128 -0.0867502 -5.26626 
43 4.44117 4.05274 1.25254 0.975038 1.13579 0.0744063 0.681758 -0.125646 -0.562581 -5.05846 
44 8.83822 11.957 1.10093 -1.35217 -4.46289 0.00535338 0.474439 0.0511693 -0.0312919 -5.2586 
45 4.49729 4.17281 5.86863 2.93895 0.245923 -3.21803 -0.326372 0.986333 -0.163343 -5.14851 
46 0.0646434 11.9495 6.03164 2.7983 0.163425 -3.00218 -0.874143 -0.155084 -0.213439 -5.13613 
47 4.40869 4.19622 10.6423 -3.64764 -1.78435 2.90649 -0.328394 0.541815 -0.0337551 -5.04866 
48 0.0428384 12.1336 10.2995 1.4866 0.517365 -2.02744 -1.00058 -0.405824 0.352767 -5.1715 
49 2.98355 6.67254 1.24358 -3.04909 0.702481 -0.389684 -0.199247 0.507678 0.188173 -5.12495 
50 7.39212 14.489 1.25358 -0.0217746 -1.80636 -2.22699 0.656439 -0.67369 0.848809 -5.15344 
51 2.97613 6.77518 5.96509 -5.89358 2.74292 -2.39373 0.273691 0.120966 0.293222 -5.13905 
52 7.39068 14.4611 5.73989 2.60925 4.57554 1.19665 0.497235 1.09768 -0.597878 -5.1975 
53 3.00878 6.8393 10.3666 -2.57131 4.44593 2.43339 -0.03221 -0.577922 0.171173 -5.28104 
54 7.2528 14.6257 10.5564 0.999123 0.145972 -5.99467 0.959904 -0.398464 -0.823127 -5.04624 
55 1.51757 0.926444 3.42533 0.696607 -4.16156 -1.08267 -0.159698 -1.30789 0.067055 -5.047 
56 5.96866 8.42459 3.47995 3.93352 3.71354 3.96657 -1.08578 0.444668 -0.189224 -5.17161 
57 1.55957 1.02427 8.23021 3.79638 6.65958 -0.0953239 -1.08125 0.181441 -0.12833 -5.09205 
58 5.99436 8.38634 8.34423 1.35784 -2.22929 0.68924 -0.89999 0.956195 0.382729 -5.03506 
59 1.38162 0.750617 12.7656 -5.90013 7.81027 2.21849 1.25046 0.589919 -0.389203 -5.06891 
60 5.91517 8.58914 12.9623 1.60915 -2.08936 2.11613 0.366039 -0.947709 -0.111824 -5.11913 
61 0.00815387 3.24187 3.54988 7.4608 -5.97536 -5.26611 0.176747 1.23413 0.0342735 -5.14261 
62 4.28304 11.1631 3.65869 -1.97631 1.13067 2.27639 0.635199 -1.49575 -0.108386 -5.10228 
63 8.53391 3.58311 8.18355 4.85572 2.85998 1.59936 2.3093 -1.42964 0.179419 -4.94993 
64 4.35459 10.9814 8.281 -3.72764 -0.348466 -0.81188 -0.0947991 0.0152403 -0.320593 -5.21092 
65 8.81332 3.3047 12.8674 -5.60795 -2.05487 -1.14513 0.968032 1.32435 -0.0492612 -5.03304 
66 4.63358 11.0685 12.9722 -3.3435 -2.19432 3.14289 -0.996613 0.224062 -0.191134 -5.08801 
67 7.36512 5.79434 3.48846 0.925849 3.54338 -0.8772 0.926685 0.703375 0.230928 -5.19916 
68 2.87746 13.5304 3.49497 2.14171 -2.41245 5.56251 -0.724888 1.26782 -0.285926 -5.01011 
69 7.39399 5.92887 8.14422 -3.55721 2.38234 -0.409262 -0.00923052 0.316361 -0.466594 -4.77492 
70 2.88528 13.6184 8.27845 -3.10464 1.22237 1.37148 0.963756 1.07745 0.324206 -5.12812 
71 7.39747 5.90753 12.9064 1.24879 2.467 2.57357 -0.26228 0.0121089 0.213782 -5.24279 
72 2.99152 13.6701 12.8577 -1.08563 4.61845 -4.57063 -0.006751 -0.248212 -0.0283988 -5.0705 
73 4.39183 0.746172 3.41803 0.353364 -1.95058 0.380294 0.663081 -0.718439 0.35643 -5.10193 
74 8.74002 8.55382 3.45288 -0.534909 4.84298 -0.449725 1.24612 -0.809594 -0.492423 -5.13331 
75 4.52787 0.88801 8.17403 -1.51608 -3.62249 -1.65264 -0.598493 -1.67817 0.311652 -5.04576 
76 8.86294 8.49269 8.31477 -4.93706 -0.000364405 2.58475 -0.0540648 0.430463 0.132178 -5.14906 
77 4.45692 0.850088 12.7699 4.48342 1.05902 -0.15964 -0.288098 -0.106588 0.496118 -5.18398 
78 0.0209775 8.5648 12.8939 2.16192 3.13958 -0.128732 0.0482875 -0.0709142 -0.162858 -5.1843 
79 2.95451 3.31081 3.47687 -5.45704 -2.50588 -0.559892 0.311705 0.873499 0.500732 -5.15969 
80 7.36965 11.0798 3.51043 -0.0240516 -2.19386 -1.86388 -0.48878 0.132336 0.0281371 -5.16183 
81 3.07148 3.50465 8.23607 -5.15536 1.48446 1.72686 -1.22892 0.571184 0.15089 -4.8506 
82 7.23333 11.1274 8.13292 4.0719 -4.41223 -1.7494 0.787981 -0.606821 0.563566 -5.13113 
83 3.0157 3.43752 12.9205 -5.47983 -0.36747 2.48689 -1.34652 -0.515294 -0.0932457 -5.07238 
84 7.58615 11.1242 12.8845 0.372087 -3.24785 2.73957 -0.981411 -0.205727 0.0964085 -5.07861 
85 1.56282 5.97489 3.56787 -0.157875 4.26969 -1.0496 -0.83851 -0.935101 0.150131 -5.27621 
86 5.84475 13.4681 3.66616 2.81913 -2.06659 2.78604 0.34088 1.31935 -0.454369 -5.12053 
87 1.50854 5.97127 8.1744 -2.69052 2.11587 0.675792 0.158176 -0.411303 0.00582637 -5.00656 
88 5.89874 13.5829 8.1435 2.45549 0.353243 3.57379 -0.51977 0.781158 -0.414978 -5.15609 
89 1.62459 6.10947 12.8778 -1.95063 1.8966 -0.933491 -1.48944 -1.32216 -0.0362627 -5.18571 
90 5.85546 13.6821 13.1057 2.33372 1.5587 3.53595 1.01674 0.258352 0.59432 -5.2177 
91 7.45739 0.785827 3.48836 0.817501 -5.1083 -3.68282 -0.845581 -0.662262 -0.330709 -5.03686 
92 2.93921 8.44583 3.37407 0.171622 -6.74585 3.25977 0.648339 0.359037 0.117901 -5.2085 
93 7.46831 0.798515 8.1848 3.88796 3.67468 4.62077 -0.284535 0.404114 -0.0225053 -5.27084 
94 2.94829 8.5889 8.17774 -2.69066 -0.0313332 -4.77452 0.661056 -1.15027 -0.299486 -5.19431 
95 7.51962 0.937333 12.9715 0.197534 -4.7383 0.70381 -1.7123 -0.710577 0.00895019 -5.05237 
96 2.96465 8.4943 13.0144 -3.19589 -0.922317 -1.00716 0.534744 1.03288 0.31404 -5.05744 
97 5.94576 3.30316 3.4195 -1.83141 0.707829 1.21467 0.12641 0.0103812 -0.329631 -5.25651 
98 1.42845 11.0181 3.70927 2.00167 0.539014 -1.2109 -0.786639 0.496717 -0.627001 -5.17863 
99 5.72798 3.3018 8.41029 -0.160325 2.61845 1.06044 1.60796 0.214317 0.120058 -4.96798 
100 1.41092 11.1425 8.28501 3.16803 -1.57678 -2.36501 -0.678015 -0.389388 -1.20706 -5.06777 
101 5.69761 3.38837 13.028 2.94485 -1.36044 1.84939 1.2554 -0.291469 0.0622087 -5.06221 
102 1.45767 11.1497 12.8098 4.63464 -3.79313 -0.713504 0.860084 -0.432848 0.421654 -5.16336 
103 4.51337 5.88106 3.53198 2.29934 -3.56738 0.616541 -0.529961 -0.168248 0.0860065 -5.18737 
104 8.8343 13.709 3.57382 -1.23351 3.29007 -3.58458 0.416115 -0.241414 0.334044 -5.21661 
105 4.59545 5.86557 8.14752 1.31258 2.91164 1.69953 -1.17619 0.656651 -0.563613 -5.10698 
106 8.85725 13.7213 8.04649 -1.1645 3.62432 -0.0535714 0.159001 -0.0723669 0.379738 -5.13368 
107 4.41039 5.90948 13.1709 1.62319 -2.86299 6.08367 0.0405002 0.653997 -0.611256 -5.18984 
108 8.81105 13.6558 12.8181 0.616964 -5.49991 4.79313 0.0694436 0.731865 0.167668 -5.18959 
1 0.0135692 1.61443 1.07831 -0.695879 -3.15289 -1.4486 -0.320168 0.0528084 0.46302 -5.18727 
2 4.40281 9.24797 1.25183 -0.998975 1.33567 -5.73894 0.390873 1.18134 0.182165 -5.03933 
3 0.0473626 1.74429 5.72231 7.15902 0.706246 -2.01993 0.0450598 -0.555495 0.06563 -5.17938 
4 4.28986 9.13085 5.92688 2.7726 7.63306 2.62481 0.505602 0.342244 -0.0784288 -5.10199 
5 8.79743 1.77888 10.5892 0.973322 -1.42737 2.85718 -0.521303 -0.294314 -0.142422 -5.15776 
6 4.508 9.36102 10.5432 0.71202 1.67481 2.01512 -0.199796 0.21004 -0.369974 -5.08 
7 7.33352 4.33009 1.28734 0.316213 3.12318 1.70493 -0.133737 -0.479862 0.0384206 -5.12928 
8 3.04143 12.116 1.14282 0.121565 3.57805 2.09822 -0.169006 -2.2606 -0.0988839 -4.93743 
9 7.35693 4.23081 5.69003 7.23443 4.93658 0.0364336 -0.526053 -0.775245 0.150395 -5.09238 
10 3.01004 11.823 5.99716 -4.0153 -4.81048 -6.56538 -0.581943 0.407841 0.235272 -5.10091 
11 7.40024 4.31571 10.5539 -2.6449 1.52769 -3.73561 -0.903442 0.350026 2.91649e-05 -5.21197 
12 3.00118 11.9047 10.3667 -1.53274 -1.76728 -3.52623 0.0516305 1.81379 0.0395466 -5.23174 
13 5.96467 6.79351 1.45196 -8.10594 3.92121 -1.52395 0.269496 -0.0874608 -1.46218 -5.05107 
14 1.39681 14.3403 1.16503 0.301239 5.83016 -2.16612 0.593772 0.5751 0.0115359 -5.10292 
15 5.85271 6.62105 5.8458 -6.94331 -3.89128 0.260024 0.171355 1.22266 -0.417561 -5.04228 
16 1.44884 14.44 5.96537 1.59464 -3.09963 1.10668 0.685537 0.234671 -0.0049059 -5.00898 
17 5.81153 6.84352 10.5862 -3.2762 -0.596227 -3.25733 0.842659 0.557272 -0.467914 -5.14699 
18 1.53761 14.7088 10.5123 5.08137 -0.0944738 2.47573 0.94292 -1.34119 -0.548363 -5.00333 
19 3.04938 1.51969 1.31873 -1.01436 2.8116 1.78976 -0.738724 0.111028 0.443504 -5.12469 
20 7.30627 9.2306 1.33405 1.95613 1.28678 -0.799711 0.544582 0.365573 -0.181881 -5.1719 
21 3.07147 1.71269 5.73952 -4.40769 -4.2077 1.64879 -0.652148 0.0722524 -0.711605 -5.17914 
22 7.31247 9.44841 5.86644 2.98532 -0.40495 -2.46524 0.0431808 -1.44296 -0.376902 -5.13949 
23 2.95876 1.70307 10.6743 -6.2168 5.37468 0.233839 -0.11627 1.52185 -0.00349032 -5.24183 
24 7.4403 9.38593 10.6414 0.165297 -5.77703 0.216204 -0.467524 -0.0584761 -0.517456 -5.09023 
25 1.5131 4.30685 1.20687 2.04491 -5.48849 0.310716 -0.147789 -0.373395 0.463796 -5.13306 
26 5.84795 11.8096 1.21397 -0.535197 -4.78061 -3.81305 1.09017 -0.426729 -0.262261 -5.15445 
27 1.47196 4.15516 5.66095 2.26183 -2.28653 1.08889 -0.156838 -0.0166093 0.226073 -5.09998 
28 5.88175 11.7344 5.91749 3.78056 -0.495792 1.45956 -0.219484 1.27853 -0.0243184 -4.89657 
29 1.40601 4.42398 10.6216 2.37948 -3.32895 -1.56394 0.575703 -0.834724 0.0562667 -5.20632 
30 5.93592 11.8003 10.596 -0.446081 0.298704 -1.33063 -0.260406 0.694382 -0.19133 -5.08405 
31 0.0794597 6.8235 1.12174 -3.2457 1.68474 -2.82144 -0.43825 0.000581953 0.126927 -5.17706 
32 4.53104 14.4124 1.16404 6.78445 1.21191 -2.89848 -0.560971 0.445032 -0.0181261 -4.97619 
33 8.83246 6.70858 5.8713 -4.07207 0.665304 2.643 -0.210902 0.673243 -0.113487 -5.14382 
34 4.58311 14.412 5.9723 -0.523859 0.717012 -3.15894 -1.2442 -0.236231 0.243407 -5.09349 
35 8.84966 6.96403 10.6217 0.126231 1.95521 -0.316188 -0.351299 -0.194519 0.0942661 -5.06205 
36 4.64556 14.6402 10.503 -1.03745 2.20167 3.7907 -0.810755 -1.22034 -0.406775 -5.10404 
37 5.86504 1.73967 1.17636 -3.96033 -1.55796 -2.09686 0.917281 -0.480304 -0.29223 -5.12557 
38 1.50499 9.25988 1.03067 4.16062 -1.02903 -1.95773 -0.0970568 0.619001 0.228482 -5.09416 
39 5.84022 1.62372 5.88691 -0.0753802 -0.787841 3.12692 0.290759 1.90656 0.188773 -4.91544 
40 1.31427 9.56789 5.79321 2.23108 0.410887 0.625805 0.574847 -1.35702 0.576784 -5.05019 
41 5.74199 1.79493 10.4482 1.09573 1.18227 -1.63548 1.20372 0.456143 -0.131565 -5.09989 
42 1.58569 9.48699 10.5514 0.408999 -3.12195 -0.603548 -0.92172 -0.0739191 0.140448 -5.13507 
43 4.31883 4.27725 1.09938 -3.52852 1.32066 -4.79232 0.407393 0.070123 -0.380328 -5.23523 
44 0.0730426 11.6533 1.27221 0.162679 0.22786 -1.14335 -0.472738 0.774635 -0.164437 -5.11926 
45 4.26796 4.49482 5.80931 -2.60699 -1.03348 2.44471 1.85393 -3.37021 -0.0589176 -4.89827 
46 8.66287 12.0882 5.66868 -2.18182 2.3721 1.71918 0.968737 -0.409117 0.931605 -5.04085 
47 4.34964 4.47135 10.6274 4.11335 0.155301 -4.77857 0.106773 -0.955286 0.742444 -5.14958 
48 0.00121786 11.9265 10.7147 1.06194 -1.30313 4.60694 0.434139 0.149188 -0.285192 -5.25647 
49 3.1001 6.92517 1.07451 4.69408 0.625842 -2.98794 -1.04964 -1.00314 -0.0301025 -5.14745 
50 7.34611 14.3642 1.01499 0.874156 0.943949 -1.84363 0.546219 -0.0251393 0.131519 -5.18091 
51 2.85058 6.5843 5.79275 0.453615 -2.63229 1.76566 0.0268249 2.57767 0.503107 -4.83707 
52 7.41054 14.6144 6.01817 -1.95762 -4.00096 -1.36975 0.153729 -1.46708 0.080118 -5.05287 
53 2.93435 6.96244 10.7706 0.297228 -1.91215 -0.488049 -0.287843 -0.777631 -0.427893 -5.08651 
54 7.52476 14.4168 10.5542 2.93719 -1.6756 3.93711 -0.808543 0.949929 0.0917982 -5.06272 
55 1.46677 0.525316 3.64451 -2.37376 2.6041 2.45609 0.064012 1.35167 -0.594869 -5.17399 
56 5.86672 8.51089 3.58908 -2.06761 -5.71232 0.365417 1.11111 -0.746287 0.295178 -5.03253 
57 1.48643 0.949598 8.01094 -4.59402 -5.72388 -0.806913 -0.207269 0.00876716 -0.254885 -5.15191 
58 5.63067 8.72027 8.17164 0.928456 2.87804 -1.10279 1.47193 -1.60883 0.134066 -5.10817 
59 1.44069 0.900144 13.0475 3.24445 -7.71994 1.56032 -0.42 -0.599227 -0.482315 -5.08178 
60 5.87504 8.42642 12.896 -1.218 1.77169 2.56685 0.171965 0.796026 -0.189472 -5.04561 
61 8.77552 3.33341 3.30492 -7.74077 -0.373448 3.89696 0.793785 -0.748009 0.519448 -5.1121 
62 4.43868 10.8444 3.46507 1.85623 1.62593 -2.21523 0.0155156 1.37629 0.20812 -5.09163 
63 0.18939 3.43136 8.14044 -2.97187 -2.22116 -2.89236 -1.28553 0.470702 -0.0278383 -5.19979 
64 4.55717 11.1819 8.15875 5.06462 1.31959 2.0556 -1.66611 0.0617865 -0.018466 -4.97411 
65 8.7281 3.48649 12.8411 3.81657 -0.563673 6.9471 0.418654 -1.23351 -0.125613 -5.02268 
66 4.34586 11.0942 12.9189 0.732344 2.30405 -3.06089 0.523814 -0.0255591 0.181011 -5.02415 
67 7.5484 5.93953 3.60019 -4.81429 0.162507 4.82301 -1.35883 0.375094 -0.170882 -4.96471 
68 3.06814 13.5654 3.6562 3.0054 0.209856 -2.22723 0.00918841 -0.680764 0.0790931 -5.21711 
69 7.32352 5.90999 8.1664 2.60178 0.782634 1.80288 -0.0187128 1.03611 0.178666 -5.21245 
70 2.91567 13.8342 8.17891 3.70942 -2.12838 -0.67181 0.681698 -1.07375 0.146102 -5.02554 
71 7.44389 6.08565 12.9372 -5.66471 0.206046 0.556754 -0.585298 -0.267852 0.109688 -5.13573 
72 2.86338 13.7965 12.8995 2.11151 -5.01091 -0.934956 1.13839 -0.987637 -0.513456 -5.11497 
73 4.51312 0.727571 3.56901 -1.10544 2.48749 1.31942 -0.9156 0.852413 0.270374 -5.03547 
74 0.164549 8.5426 3.64352 3.48619 -2.91257 2.59674 -1.46756 -0.0836779 -0.118014 -5.08508 
75 4.43978 0.787482 8.13283 -1.0463 5.80198 0.63817 -0.0631873 1.00155 -0.403611 -5.10578 
76 8.82567 8.62346 8.11617 -0.00587951 -2.05795 -2.5854 -0.619286 0.279136 -0.506501 -5.17687 
77 4.38732 0.808189 13.1218 -3.7234 0.135192 2.23146 -0.114772 0.0355496 -0.428115 -5.1896 
78 8.81307 8.62978 12.8666 -4.09232 -0.304894 2.77352 0.476877 -0.0563848 0.133927 -5.08346 
79 3.00676 3.38742 3.42493 7.00122 -1.86586 -1.28497 -0.380485 -0.760295 -0.280528 -5.07924 
80 7.3598 11.0898 3.61281 -0.831795 3.29905 0.162809 0.0353228 -0.466562 -0.364294 -5.07097 
81 2.89527 3.53725 8.09705 7.40503 -2.88685 0.286312 0.0705772 -0.57233 -0.0972755 -5.09074 
82 7.48151 11.2013 8.14569 -0.14217 6.01036 4.58302 -0.0521424 -0.701518 -0.742345 -4.97851 
83 2.76526 3.33009 13.0111 7.60362 0.592695 1.59475 1.81306 1.27093 -0.16974 -5.0315 
84 7.20645 11.0339 12.9986 -2.8106 -0.63647 2.17684 0.99631 -0.0382548 0.298281 -5.14369 
85 1.39098 5.8655 3.38412 2.8206 -2.59775 -1.73736 1.02003 0.593055 0.13282 -5.07338 
86 5.9674 13.7277 3.42444 -1.13088 -0.901526 0.888748 0.117508 -1.77578 0.107926 -5.10322 
87 1.34863 6.11952 8.26044 -2.20921 -0.188936 1.27841 -0.216391 -1.17516 -0.123035 -5.18091 
88 6.0008 13.5941 8.1985 0.611012 -0.636562 0.0317239 -0.0867193 0.804093 0.412938 -5.09538 
89 1.33087 5.92504 12.8279 3.23266 -1.40369 6.61233 1.24373 0.780696 0.479852 -5.04116 
90 5.87822 13.497 12.6574 -4.45635 -4.66893 -5.53594 0.201395 0.962949 0.182069 -5.09849 
91 7.34533 0.754388 3.39674 1.90029 5.06958 3.19262 1.17552 0.464505 -0.143133 -5.11285 
92 2.93174 8.48839 3.6217 -2.7663 6.67927 -4.79617 0.0973972 -0.221693 0.146618 -5.09047 
93 7.29138 1.09295 8.19617 -3.16071 -1.02586 -1.50609 0.786273 -0.827337 0.335149 -5.19809 
94 2.75724 8.46597 8.18937 -1.25506 1.67973 7.24915 1.06132 1.00526 0.0764246 -4.98048 
95 7.32673 0.535427 12.721 -1.90017 2.66921 -1.6663 -0.181218 1.48866 0.556397 -5.12692 
96 3.03548 8.53193 12.9094 3.56755 0.798134 0.931058 -0.772823 0.0140724 0.472868 -5.00887 
97 5.96272 3.29698 3.41972 -0.0780784 0.950579 1.91839 -0.0527634 0.630378 0.370289 -5.08108 
98 1.62006 11.1169 3.39571 3.91879 -0.88876 -0.796862 -0.810114 -0.221594 0.0306039 -5.12791 
99 5.8652 3.48439 8.04075 -0.0537701 3.14948 -1.18591 -0.683914 0.068513 0.0469891 -5.20233 
100 1.49871 11.1915 8.11182 -3.2726 4.39017 0.977936 0.122998 0.0250745 0.178613 -5.21085 
101 6.039 3.33374 12.8239 -3.46325 0.232723 -2.92881 -1.50127 0.1244 0.410537 -5.11221 
102 1.58825 11.0704 12.966 -4.23331 4.34821 2.20616 -1.13291 0.247962 0.644461 -4.96875 
103 4.50237 5.94305 3.42757 -2.53665 3.18014 -3.85118 -0.922131 -0.724207 0.658222 -5.05848 
104 0.0588298 13.4613 3.48111 0.343344 -2.23133 1.9934 -0.405541 1.1337 -0.160785 -5.10024 
105 4.17307 6.02651 8.30989 -2.7308 -2.89849 1.27241 1.492 0.310807 0.0237565 -5.05351 
106 0.0370159 13.7618 8.18737 1.64538 -5.74537 3.4282 -0.468557 0.0436081 0.183217 -5.12818 
107 4.47162 5.97122 12.8458 -1.46177 0.158883 -5.33589 -0.37852 -1.72425 -0.516588 -4.96994 
108 0.173157 13.4687 12.9425 2.08718 2.75909 -3.99146 -1.21107 0.610177 0.141651 -5.03341 
1 8.65209 1.5797 1.19068 -0.704052 1.97882 2.69783 1.50727 0.163973 -0.22467 -5.05893 
2 4.4811 9.66079 1.05329 2.30722 -0.637138 3.01729 -0.406503 -1.38085 -0.474416 -5.17345 
3 8.86695 1.4825 6.00269 -3.95402 -2.7416 4.54155 0.945283 1.10745 -0.359297 -5.20157 
4 4.44969 9.58047 5.85085 0.767836 0.312152 -3.47011 0.205248 -0.534344 0.301073 -5.04877 
5 8.87145 1.65188 10.62 -0.444725 -0.530541 -1.58329 0.801205 -0.133669 0.0543948 -4.96073 
6 4.36824 9.41775 10.5598 -2.76172 -2.0226 -1.10181 -0.473488 0.405665 0.366996 -5.11835 
7 7.30912 4.21426 1.10485 -0.382468 -2.19808 0.266309 0.659148 0.183428 -0.262327 -5.06635 
8 2.91462 11.9416 1.2161 0.405631 -4.57242 -2.20203 0.886365 1.62974 0.246288 -5.08478 
9 7.51288 4.29586 5.9466 -5.15863 -0.701556 0.747596 -0.167837 0.230266 0.306017 -5.25098 
10 2.92514 11.9636 5.7116 3.98407 4.67135 2.75627 0.394123 -0.632157 -0.345971 -5.13997 
11 7.53113 4.22177 10.5963 2.43086 -3.76916 5.63573 -1.8625 0.0923383 -0.55861 -4.85916 
12 2.91731 12.0107 10.5941 2.70341 -1.06128 5.358 0.911642 -0.136454 0.511792 -5.0708 
13 5.78627 6.92793 0.939839 0.8588 -0.163349 0.31627 -0.844601 -0.582054 0.664971 -5.24701 
14 1.68018 14.5666 1.17831 2.2388 -2.75659 -3.27351 -1.43919 0.382201 -0.693511 -5.01129 
15 5.59527 6.91672 6.0023 3.76695 2.06107 -3.21758 1.22451 -0.22218 -0.488806 -5.08638 
16 1.5385 14.3624 5.7889 -3.6279 3.29245 -1.30285 -0.848983 0.249276 -0.587356 -5.08732 
17 5.87465 6.94327 10.4378 -1.51826 -1.15751 5.94367 -0.119853 -1.40528 -0.45113 -5.13102 
18 1.65679 14.4107 10.5486 -6.66919 -3.86186 -0.527747 -2.31574 0.616754 0.172283 -5.04821 
19 2.86465 1.67021 1.10132 3.74796 0.335014 -8.2087 0.946357 -0.119316 -0.125404 -5.00878 
20 7.54332 9.37563 1.3066 -3.72623 0.777763 -2.865 -0.895486 0.862028 -0.818716 -5.13719 
21 2.88841 1.45974 5.92561 1.78606 1.68691 1.38579 0.614235 0.77714 0.450965 -5.24683 
22 7.40553 9.34639 5.77236 -1.02072 4.70035 0.63535 -0.283951 -0.013257 -0.271588 -5.11152 
23 2.83134 1.73117 10.4795 5.5908 -6.92116 -0.535475 0.376134 -0.347735 -0.238662 -5.02367 
24 7.34521 9.35228 10.52 -2.33176 5.21654 3.45049 -0.0757946 -0.131828 0.31385 -5.14877 
25 1.36706 4.01203 1.23367 -0.349754 3.43277 0.196212 -0.303566 0.680447 -0.251434 -5.15012 
26 6.02072 12.0038 1.065 0.134037 5.06405 -0.0933933 -0.439276 0.209562 0.079121 -5.18048 
27 1.55463 4.33916 5.9049 0.264926 3.03842 1.56223 -0.479073 -0.286848 -0.322565 -5.16661 
28 5.99253 12.0603 5.92729 1.0614 0.995196 3.76769 0.357084 -0.943144 -0.0515256 -5.04358 
29 1.31399 4.24394 10.6391 -2.64158 3.02422 3.09393 1.2751 -0.742724 0.0935101 -4.9874 
30 5.99882 12.0594 10.4607 -0.663691 2.5622 2.60849 -0.399468 -0.612253 -0.475712 -5.1952 
31 8.71541 6.73259 1.25414 -0.146877 -4.31905 2.69465 0.61725 0.194723 0.211615 -5.11864 
32 4.57726 14.5954 1.08306 -6.78837 2.00703 1.239 -0.739031 -0.511033 0.14472 -5.13159 
33 8.82903 6.87194 5.81449 2.30026 -1.90441 -4.90516 -0.205517 -0.723583 -0.22716 -5.18575 
34 4.38728 14.494 5.79379 0.799416 3.55398 2.07469 0.641591 0.279317 0.0584631 -5.14241 
35 -0.0189593 6.64933 10.7203 1.2478 -4.63988 1.24802 -0.794042 1.62173 -0.133809 -5.13318 
36 4.38625 14.6437 10.5312 1.57391 -2.65274 -2.23981 0.861342 -0.333822 0.258626 -4.94396 
37 5.98124 1.63993 1.16336 -0.27236 0.762159 4.95258 -1.11167 -0.181679 0.700201 -4.97254 
38 1.50192 9.48668 1.21149 -2.09981 1.68139 1.63187 0.0733236 -0.478076 -0.101228 -5.25125 
39 6.0789 1.71099 5.85742 -0.497644 -3.39225 -1.55951 -0.0722317 -1.22557 -0.0740665 -5.0806 
40 1.54675 9.27864 6.00118 -1.73099 0.976186 -1.8601 -1.55928 1.86508 0.113898 -4.95632 
41 6.05676 1.58007 10.5635 1.7321 -1.86145 -0.168251 -0.746665 0.871231 0.192266 -5.05838 
42 1.30476 9.32167 10.6615 -0.912667 -1.16355 1.03683 0.744786 -0.926322 -0.423878 -5.07337 
